blockname,code
上证50,"['600000', '600016', '600028', '600030', '600031', '600036', '600048', '600050', '600104', '600196', '600276', '600309', '600519', '600585', '600690', '600703', '600837', '600887', '601066', '601088', '601138', '601166', '601186', '601211', '601288', '601318', '601319', '601336', '601398', '601601', '601628', '601668', '601688', '601818', '601857', '601888', '603259', '601236', '601012', '600009', '600547', '603160', '600745', '601816', '600588', '600918', '603501', '603986', '603288', '600570']"
上证中盘,"['600004', '600010', '600011', '600019', '600025', '600029', '600038', '600061', '600066', '600068', '600089', '600109', '600111', '600115', '600118', '600143', '600150', '600155', '600161', '600176', '600183', '600201', '600208', '600298', '600305', '600332', '600340', '600346', '600352', '600362', '600383', '600406', '600436', '600438', '600487', '600489', '600516', '600521', '600522', '600536', '600584', '600598', '600600', '600606', '600621', '600637', '600660', '600699', '600705', '600737', '600739', '600741', '600760', '600763', '600779', '600801', '600809', '600827', '600859', '600867', '600872', '600886', '600893', '600895', '600900', '600909', '600919', '600926', '600958', '600977', '600999', '601006', '601009', '601021', '601077', '601099', '601100', '601108', '601111', '601155', '601162', '601169', '601198', '601225', '601229', '601238', '601328', '601360', '601377', '601390', '601519', '601555', '601607', '601618', '601633', '601658', '601669', '601696', '601698', '601766', '601778', '601788', '601800', '601808', '601872', '601877', '601878', '601881', '601899', '601901', '601916', '601933', '601939', '601985', '601988', '601989', '601990', '603019', '603087', '603195', '603369', '603392', '603517', '603589', '603659', '603719', '603799', '603833', '603993', '688012']"
上证创新,"['600017', '600066', '600100', '600120', '600135', '600158', '600166', '600187', '600195', '600267', '600268', '600271', '600312', '600315', '600337', '600378', '600405', '600418', '600435', '600455', '600458', '600461', '600478', '600498', '600503', '600549', '600560', '600582', '600583', '600586', '600588', '600594', '600690', '600707', '600717', '600718', '600736', '600756', '600827', '600838', '600866', '600929', '600959', '600967', '600968', '600980', '600990', '601126', '601128', '601139', '601179', '601208', '601519', '601598', '601608', '601633', '601929', '601958', '603009', '603018', '603019', '603050', '603060', '603078', '603083', '603093', '603127', '603178', '603232', '603283', '603299', '603308', '603318', '603323', '603357', '603366', '603499', '603535', '603536', '603636', '603639', '603660', '603668', '603682', '603718', '603721', '603727', '603737', '603787', '603790', '603833', '603859', '603871', '603906', '603916', '603956', '603959', '603990', '688099', '688321']"
上证治理,"['600000', '600004', '600006', '600008', '600011', '600012', '600017', '600018', '600019', '600020', '600021', '600022', '600026', '600027', '600028', '600029', '600031', '600033', '600035', '600036', '600048', '600050', '600056', '600059', '600060', '600061', '600062', '600063', '600064', '600066', '600067', '600068', '600085', '600089', '600094', '600098', '600104', '600109', '600113', '600115', '600116', '600118', '600123', '600125', '600135', '600138', '600141', '600150', '600153', '600161', '600170', '600171', '600173', '600176', '600177', '600183', '600188', '600190', '600195', '600196', '600206', '600210', '600223', '600233', '600251', '600256', '600261', '600262', '600266', '600269', '600271', '600282', '600284', '600303', '600309', '600310', '600323', '600325', '600332', '600335', '600337', '600350', '600360', '600362', '600367', '600371', '600373', '600376', '600377', '600383', '600386', '600389', '600405', '600406', '600409', '600422', '600428', '600435', '600436', '600439', '600452', '600456', '600458', '600459', '600460', '600463', '600468', '600483', '600486', '600488', '600489', '600495', '600497', '600498', '600499', '600500', '600502', '600508', '600510', '600511', '600517', '600522', '600528', '600533', '600535', '600547', '600548', '600549', '600551', '600557', '600560', '600566', '600580', '600582', '600583', '600588', '600597', '600600', '600611', '600620', '600633', '600635', '600642', '600649', '600657', '600658', '600660', '600663', '600674', '600684', '600685', '600690', '600704', '600708', '600718', '600737', '600739', '600741', '600743', '600748', '600750', '600755', '600780', '600787', '600795', '600797', '600798', '600808', '600835', '600839', '600841', '600850', '600875', '600879', '600880', '600886', '600887', '600888', '600895', '600900', '600917', '600919', '600958', '600977', '600980', '600987', '600990', '600992', '600993', '600995', '600997', '600999', '601000', '601006', '601007', '601008', '601009', '601018', '601058', '601068', '601088', '601098', '601101', '601111', '601117', '601128', '601139', '601163', '601166', '601186', '601199', '601211', '601222', '601229', '601231', '601238', '601318', '601328', '601333', '601336', '601369', '601390', '601398', '601555', '601588', '601598', '601601', '601607', '601608', '601611', '601618', '601619', '601628', '601668', '601669', '601727', '601766', '601800', '601808', '601818', '601838', '601857', '601866', '601869', '601877', '601898', '601899', '601919', '601928', '601939', '601958', '601966', '601985', '601988', '601989', '601991', '601998', '603000', '603018', '603060', '603181', '603323', '603337', '603365', '603444', '603508', '603515', '603538', '603558', '603568', '603588', '603668', '603708', '603817', '603883', '603993']"
上证混改,"['600011', '600018', '600027', '600028', '600029', '600050', '600072', '600096', '600104', '600115', '600125', '600150', '600161', '600171', '600176', '600185', '600258', '600406', '600418', '600420', '600456', '600483', '600495', '600511', '600519', '600552', '600559', '600585', '600606', '600639', '600685', '600704', '600705', '600708', '600729', '600737', '600787', '600795', '600827', '600859', '600876', '600886', '600893', '600963', '601111', '601333', '601611', '601669', '601857', '601958']"
上证红利,"['600016', '600019', '600023', '600028', '600048', '600066', '600104', '600153', '600177', '600188', '600282', '600325', '600327', '600350', '600376', '600377', '600383', '600395', '600398', '600548', '600565', '600585', '600603', '600688', '600704', '600741', '600808', '600823', '600873', '600971', '600985', '601003', '601006', '601009', '601088', '601166', '601169', '601288', '601328', '601398', '601566', '601636', '601818', '601939', '601988', '601998', '603156', '603167', '603328', '603858']"
上证超大,"['600028', '600030', '600031', '600036', '600050', '600104', '600276', '600309', '600519', '600585', '600745', '600887', '601066', '601138', '601166', '601318', '601398', '601668', '601816', '601888']"
不活跃股,"['000023', '000605', '000779', '000978', '002193', '002337', '002678', '002767', '002811', '002836', '002857', '002868', '002877', '300695', '600173', '600272', '600281', '600605', '600629', '600661', '600724', '600785', '600847', '600857', '601007', '601188', '601518', '603031', '603098', '603099', '603315', '603388', '603518', '603817', '603963', '688056', '688118', '688128', '688178', '688335', '688358', '688600']"
业绩预升,"['000550', '000555', '000576', '000661', '000786', '000829', '000875', '000881', '000961', '000976', '002027', '002028', '002030', '002041', '002049', '002056', '002101', '002107', '002108', '002130', '002134', '002136', '002165', '002174', '002184', '002214', '002218', '002223', '002230', '002232', '002241', '002244', '002258', '002266', '002281', '002282', '002310', '002314', '002324', '002330', '002335', '002345', '002351', '002367', '002384', '002385', '002401', '002409', '002414', '002416', '002436', '002443', '002475', '002487', '002492', '002497', '002539', '002544', '002551', '002553', '002560', '002576', '002582', '002585', '002588', '002594', '002603', '002612', '002625', '002669', '002675', '002702', '002708', '002709', '002741', '002768', '002772', '002778', '002791', '002810', '002825', '002829', '002847', '002855', '002859', '002876', '002903', '002919', '002930', '002940', '300110', '300115', '300124', '300174', '300181', '300212', '300225', '300279', '300305', '300363', '300373', '300380', '300409', '300413', '300418', '300435', '300464', '300529', '300531', '300627', '300639', '300687', '300692', '300715', '300729', '300737', '300738', '300740', '300748', '300758', '300772', '300841', '300869', '300877', '600026', '600133', '600178', '600223', '600235', '600428', '600592', '600594', '600596', '600745', '600784', '600804', '600809', '600888', '600966', '600988', '601028', '601177', '601218', '601615', '601865', '601975', '603010', '603063', '603100', '603128', '603189', '603208', '603218', '603301', '603329', '603330', '603363', '603386', '603392', '603665', '603727', '603758', '605009', '605168', '688051', '688202', '688289', '688298', '688301', '688399', '688513', '688516', '688595']"
业绩预降,"['000504', '000631', '000726', '000757', '000931', '000985', '002023', '002051', '002278', '002291', '002393', '002420', '002472', '002503', '002512', '002524', '002552', '002561', '002563', '002571', '002627', '002728', '002733', '002820', '002900', '002910', '300043', '300080', '300205', '300218', '300232', '300393', '300424', '300448', '300490', '300536', '300546', '300619', '300637', '300668', '300688', '300798', '300810', '300819', '300821', '600004', '600020', '600033', '600114', '600121', '600135', '600138', '600160', '600220', '600272', '600338', '600367', '600368', '600377', '600429', '600548', '600589', '600662', '600688', '600738', '600826', '600857', '600868', '601101', '601107', '601816', '601958', '603038', '603045', '603167', '603177', '603199', '603225', '603226', '603328', '603429', '603508', '603789', '603838', '603879', '603929', '688215']"
东亚自贸,"['000039', '000416', '000582', '000599', '000679', '000739', '000811', '000881', '002042', '002073', '002087', '002094', '002376', '002498', '002537', '002545', '002612', '002614', '002621', '002640', '002889', '300001', '300110', '300166', '300183', '300208', '300795', '300866', '600017', '600190', '600241', '600317', '600350', '600735', '600798', '601000', '601008', '601298', '601339', '601880', '601919', '603167', '603535', '603967', '605218', '688588']"
两年新股,"['002945', '002946', '002947', '002948', '002949', '002950', '002951', '002952', '002953', '002955', '002956', '002957', '002958', '002959', '002960', '002961', '002962', '002963', '002965', '002966', '002967', '002968', '002969', '002970', '002972', '002973', '003816', '300564', '300594', '300755', '300758', '300759', '300761', '300762', '300763', '300765', '300766', '300767', '300768', '300769', '300770', '300771', '300772', '300773', '300775', '300776', '300777', '300778', '300779', '300780', '300781', '300782', '300783', '300785', '300786', '300787', '300788', '300789', '300790', '300791', '300792', '300793', '300795', '300796', '300797', '300798', '300799', '300800', '300801', '300802', '300803', '300805', '300806', '300807', '300808', '300809', '300810', '300811', '300812', '600928', '600968', '600989', '601077', '601236', '601298', '601512', '601598', '601615', '601658', '601698', '601865', '601916', '603053', '603068', '603093', '603109', '603115', '603217', '603236', '603256', '603267', '603279', '603317', '603327', '603332', '603351', '603379', '603390', '603489', '603530', '603610', '603613', '603662', '603681', '603687', '603697', '603700', '603739', '603755', '603786', '603815', '603863', '603867', '603915', '603927', '603956', '603967', '603982', '603983', '603992', '603995', '688001', '688002', '688003', '688005', '688006', '688007', '688008', '688009', '688010', '688011', '688012', '688015', '688016', '688018', '688019', '688020', '688021', '688022', '688023', '688025', '688028', '688029', '688030', '688033', '688036', '688037', '688039', '688058', '688066', '688068', '688078', '688081', '688088', '688089', '688098', '688099', '688101', '688108', '688111', '688116', '688118', '688122', '688123', '688128', '688138', '688139', '688166', '688168', '688181', '688188', '688196', '688198', '688199', '688202', '688218', '688258', '688268', '688288', '688299', '688300', '688310', '688321', '688333', '688357', '688358', '688363', '688366', '688368', '688369', '688388', '688389', '688399']"
个人持股,"['000554', '002067', '002102', '002137', '002177', '002235', '002282', '002329', '002347', '002360', '002406', '002495', '002504', '002526', '002728', '002742', '002762', '002763', '002790', '002805', '002813', '002817', '002824', '002828', '002846', '002915', '002953', '002965', '002972', '002976', '002978', '002980', '002981', '002988', '300051', '300089', '300130', '300139', '300390', '300507', '300517', '300518', '300533', '300538', '300640', '300749', '300812', '300813', '300835', '600408', '601086', '601218', '601609', '601700', '601778', '601890', '603023', '603033', '603036', '603053', '603109', '603156', '603159', '603221', '603258', '603321', '603339', '603356', '603390', '603393', '603421', '603458', '603530', '603706', '603709', '603726', '603768', '603823', '603895', '603937', '603948', '603967', '605001', '605166', '688178', '688310', '688566']"
